"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"焼肉牛宮城 別邸","3.51","767","24441","焼肉/ホルモン","渋谷駅","\10,000～\14,999","\5,000～\5,999","https://tabelog.com/tokyo/A1303/A130301/13262853/","東京都渋谷区宇田川町12-9 ジュール渋谷 5F","1500042","35.66145543790144","139.69807208307085","03-6416-5591","11:30 - 22:30 L.O. 22:00 年末年始 ◆ワンランク上の和牛焼肉 厳選した神戸牛の希少部位を職人が絶妙に火入れ。 とろける脂と濃い旨みが広がる、上質な和牛焼肉を堪能。 ◆洗練された","","74席","有 （2人可、4人可、6人可、8人可、10～20人可） 基本的に壁で囲われておりますが、一部すだれでの仕切りあり。 詳しくはお問い合わせください。","全席禁煙 建物が禁煙でございます。最寄りの喫煙所にてお願いいたします。","予約可","","無 近隣にコインパーキング複数あり","各線【渋谷駅】徒歩４分 ・井の頭通り沿い、宇田川交番を過ぎて右に路地がある角のビルです 渋谷駅から403m","https://tblg.k-img.com/restaurant/images/Rvw/214679/640x640_rect_1ee5977076f8178d2f1b41d31c2c0a29.jpg","初台SC"
"MOJA","3.51","762","43894","カフェ/アメリカ料理/ダイニングバー","渋谷駅","\2,000～\2,999","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13166764/","東京都渋谷区渋谷1-11-1 2F","1500002","35.66106233790374","139.70452328306231","03-6418-8144","11:00 - 23:00 L.O. 料理22:00 ドリンク22:30","","124席","無","全席禁煙","予約可","","無 近隣にコインパーキングあり","JR・東急東横線・東京メトロ「渋谷駅」より徒歩7分 東京メトロ「表参道駅」より徒歩12分 渋谷駅から363m","https://tblg.k-img.com/restaurant/images/Rvw/346607/640x640_rect_c49e4126377f0567610f978b0c598a91.jpg","初台SC"
"GENTLE Dining","3.51","747","73343","イタリアン/スペイン料理/ワインバー","表参道駅","\8,000～\9,999","\3,000～\3,999","https://tabelog.com/tokyo/A1306/A130602/13251857/","東京都渋谷区神宮前5-47-6 1F","1500001","35.663815216316266","139.70798190660327","050-3503-7871","月・火・水・木・金 11:30 - 15:00 L.O. 14:00 17:30 - 22:30 L.O. 料理21:30 ドリンク22:00 土 11:30 - 15:30 L.O. 14:30 1","","123席 （Dining80席、バーカウンター7席、テラス16席、個室最大20席）","有 （4人可、6人可、8人可） 【個室】部屋数：1部屋、 収容人数：最大12名、","全席禁煙","予約可","","無 近隣にコインパーキングあり","表参道駅B2出口から徒歩7分 表参道駅から430ｍ 表参道駅から437m","https://tblg.k-img.com/restaurant/images/Rvw/303992/320x320_rect_cce72e7bc0ca1c797580d614670d80f2.jpg","初台SC"
"南国酒家 原宿本店","3.51","720","27796","中華料理/ラーメン/小籠包","原宿駅","\8,000～\9,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130601/13001136/","東京都渋谷区神宮前6-35-3 コープオリンピア　１Ｆ・Ｂ１Ｆ","1500001","35.66908563789833","139.7035115831441","03-3400-0031","月・火・水・木・金 11:30 - 15:30 17:00 - 21:30 土・日・祝日 11:30 - 21:30 【ラストオーダー】は曜日や時間帯によって異なります。 詳細はホームページをご覧くだ","","568席 （個室大小多数ご用意しております。※各個室は別途「室料」を頂戴しております。）","有 （6人可、8人可、10～20人可、20～30人可、30人以上可） 南国酒家 原宿本店にはホール席の他、大小様々な個室（別途室料）を12室ご用意しております。皆様の語らいを素敵に演出するお部屋をご用意しております。 ※個室の詳細（収容人数・室料）はホームページに記載しております。 ※写真の席数・レイアウトは一例です。個室の席数・レイアウト等は変更可能です。","全席禁煙 ※喫煙ブースあり","予約可","","無 ※近隣にコインパーキングあり","◆JR山手線［原宿駅］表参道方面「東口」 徒歩2分 ◆東京メトロ［千代田線］［副都心線］ 明治神宮前駅1番出口 徒歩1分／6番出口 徒歩1分 原宿駅から151m","https://tblg.k-img.com/restaurant/images/Rvw/58851/640x640_rect_58851027.jpg","初台SC"
"天秀","3.51","675","49207","天ぷら/日本料理/天丼","新宿西口駅","\10,000～\14,999","\5,000～\5,999","https://tabelog.com/tokyo/A1304/A130401/13017455/","東京都新宿区西新宿7-12-21","1600023","35.69400707545291","139.69714447211948","03-5386-3630","月・火・水・木・金 11:30 - 13:30 L.O. 13:30 17:00 - 22:00 L.O. 21:00 土・祝日 17:00 - 22:00 L.O. 21:00 日","","18席 （カウンター10席、テーブル8席）","無","全席禁煙 店舗入り口に灰皿設置有り","予約可","天ぷら 百名店 2022","無 近隣にコインパーキング有","ＪＲ新宿駅 西口より徒歩７分 大江戸線 新宿西口駅より徒歩５分 新宿西口駅から186m","https://tblg.k-img.com/restaurant/images/Rvw/84022/640x640_rect_84022449.jpg","初台SC"
"萬馬軒 新宿南口店","3.51","653","13325","ラーメン/つけ麺","新宿駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13247915/","東京都新宿区新宿3-34-4 第84東京ビル 1F","1600022","35.690286736968275","139.70269307148783","03-3354-2266","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:00 - 23:00","","13席 （カウンター席のみ）","無","全席禁煙","予約不可","","無","JR新宿駅 東南口 徒歩2分 新宿三丁目駅 徒歩3分 新宿三丁目駅から210m","https://tblg.k-img.com/restaurant/images/Rvw/135044/320x320_rect_135044316.jpg","初台SC"
"ボネラン","3.51","610","58862","ビストロ","明治神宮前駅","\6,000～\7,999","\3,000～\3,999","https://tabelog.com/tokyo/A1306/A130601/13253740/","東京都渋谷区神宮前5-10-1 GYRE 4F GYREFOOD","1500001","35.66746223790044","139.70686258312534","03-6803-8677","火・水・木・金・土・日 11:00 - 16:00 L.O. 14:00 17:00 - 22:00 L.O. 21:00 月","月曜日","40席 （テラス６席１８席、ダイニング１２席４０名）","無","全席禁煙","予約可","","有 施設GYREの地下駐車場有","原宿駅徒歩8分、表参道駅徒歩８分 明治神宮前駅から201m","https://tblg.k-img.com/restaurant/images/Rvw/146835/640x640_rect_146835462.jpg","初台SC"
"ピエール・エルメ・パリ 伊勢丹新宿","3.51","608","17117","ケーキ/マカロン/洋菓子","新宿三丁目駅","\1,000～\1,999","-","https://tabelog.com/tokyo/A1304/A130401/13025129/","東京都新宿区新宿3-14-1 伊勢丹新宿店 本館 B1F","1600022","35.69162093868976","139.70470818453265","03-3352-1111","10:00 - 20:00","","（イートインスペースなし）","無","全席禁煙","予約可","スイーツ 百名店 2019","有","東京メトロ丸ノ内線・副都心線・都営新宿線「新宿三丁目駅」B3・B4・B5出口直結 新宿三丁目駅から86m","https://tblg.k-img.com/restaurant/images/Rvw/93741/640x640_rect_93741576.jpg","初台SC"
"牛たん 荒 新宿西口店","3.51","602","36067","牛タン/居酒屋/食堂","新宿駅","\3,000～\3,999","-","https://tabelog.com/tokyo/A1304/A130401/13118210/","東京都新宿区西新宿1-16-4 井門西新宿ビル B2F","1600023","35.68892333788398","139.69801458334834","03-5339-7203","","","45席","有 （10～20人可） ※個室の詳細はお店にお問い合わせください","全席禁煙","予約可","","無","ＪＲ 新宿駅 徒歩2分 新宿駅から243m","https://tblg.k-img.com/restaurant/images/Rvw/260001/640x640_rect_cb2a01f5415c1127a1dca7b27c696741.jpg","初台SC"
"日本油党 渋谷総本部","3.51","557","10394","油そば・まぜそば","渋谷駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13283276/","東京都渋谷区宇田川町24-10 横田ビル 1F","1500042","35.660543918707845","139.69950272422238","03-6712-7520","月・火・水・木・日 11:00 - 23:00 金・土・祝前日 11:00 - 07:00 営業時間・","","","無","","予約不可","","無","渋谷駅から240m","https://tblg.k-img.com/restaurant/images/Rvw/201197/640x640_rect_59f33b92cc289ab81de89680e0f97703.jpg","初台SC"
"NO MEAT, NO LIFE.1st","3.51","556","54786","焼肉/ホルモン/バル","西武新宿駅","\5,000～\5,999","-","https://tabelog.com/tokyo/A1304/A130401/13162573/","東京都新宿区歌舞伎町1-11-1 中野ビル 2F","1600021","35.69467943788183","139.7027771834031","03-6233-7714","火・水・木・金・土・日・祝日・祝前日 17:00 - 23:00 L.O. 料理22:00 月","","18席","無","全席禁煙 全面禁煙席","予約可","焼肉 百名店 2018","有 近くにパーキング有り","ＪＲ 新宿駅 東口 徒歩5分 西武新宿線 西武新宿駅 中央口 徒歩4分 西武新宿駅から293m","https://tblg.k-img.com/restaurant/images/Rvw/186188/640x640_rect_85da1b1087ab348b559fc06dfb1463aa.jpg","初台SC"
"おにやんま 渋谷パルコ店","3.51","520","11965","うどん","渋谷駅","～\999","-","https://tabelog.com/tokyo/A1303/A130301/13241218/","東京都渋谷区宇田川町15-1 渋谷PARCO B1F","1500042","35.66214233790123","139.69881068307726","","","","22席","無","全席禁煙","予約不可","","無","渋谷駅から417m","https://tblg.k-img.com/restaurant/images/Rvw/330088/640x640_rect_439c20b9bf3788d3953503ee01c2c766.jpg","初台SC"
"GOOD LUCK CURRY 渋谷店","3.51","470","12917","カレー/インドカレー/アジア・エスニック","渋谷駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13248615/","東京都渋谷区宇田川町15-1 渋谷パルコ B1F","1500042","35.6621504087065","139.6985058142393","03-5422-3170","11:30 - 21:00","","25席","無","全席禁煙 喫煙所がPARCO内にございます。","予約不可","","有","各線渋谷駅から徒歩4分 渋谷PARCO B1F 渋谷駅から483m 渋谷駅から434m","https://tblg.k-img.com/restaurant/images/Rvw/344295/640x640_rect_e0767b0db4fac03e78eef45df5a6bea4.jpg","初台SC"
"ソムタムダー トウキョウ","3.51","462","28820","タイ料理","代々木駅","\4,000～\4,999","-","https://tabelog.com/tokyo/A1304/A130403/13212998/","東京都渋谷区代々木1-58-10 松井ビル 1F","1510053","35.68453863788751","139.70038288330235","03-3379-5379","月・火・水・金・土 11:30 - 15:00 L.O. 14:15 17:00 - 23:00 L.O. 22:00 木 11:30 - 15:00 L.O. 14:00 17:00 - 23:00","","39席 （うちカウンター9席）","無","全席禁煙","予約可","","無","代々木駅から173m","https://tblg.k-img.com/restaurant/images/Rvw/78250/320x320_rect_904241f93d7c7b943d88dfeb776e5fc0.jpg","初台SC"
"道玄坂バンバン","3.51","451","38396","イタリアン/カレー/ビストロ","神泉駅","\5,000～\5,999","-","https://tabelog.com/tokyo/A1303/A130301/13296182/","東京都渋谷区道玄坂2-20-9 リアライズ道玄坂ビル 2F","1500043","35.65957851335906","139.69586366364317","03-6455-3312","月・火・水・木・日・祝日 17:00 - 23:00 L.O. 料理22:00 ドリンク22:30 金・土 17:00 - 23:30 L.O. 料理22:30 ドリンク23:00","","38席 （カウンター10席、テーブル28席）","無","全席禁煙","予約可","","無","渋谷駅5分 神泉駅から327m","https://tblg.k-img.com/restaurant/images/Rvw/327146/640x640_rect_ebeb5c94e32a18cb17ed08df2bdfed83.jpg","初台SC"
"酒膳 穂のほまれ 西新宿店","3.51","450","29597","海鮮/日本料理/居酒屋","西新宿駅","\5,000～\5,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13297091/","東京都新宿区西新宿1-26-2 新宿野村ビル B1F","1600023","35.692950490715454","139.69536494633266","03-5989-0003","月・火・水・木・金 11:30 - 14:00 17:00 - 23:00 土・日・祝日 12:00 - 22:00 不定休あり","","72席","有 （4人可、6人可、8人可）","全席禁煙 喫煙ブースあり","予約可","","有 新宿野村ビル駐車場をご利用頂けます（330台）","JR・小田急線・京王線「新宿」駅西口 徒歩7分 東京メトロ丸ノ内線「西新宿」駅2番出口 徒歩4分 都営地下鉄大江戸線「都庁前」駅B2出口 徒歩3分 西新宿駅から266m","https://tblg.k-img.com/restaurant/images/Rvw/251527/640x640_rect_bce8afcf92aa1ab9a9ed3e4d5aa98a7a.jpg","初台SC"
"LUG Hatagaya","3.51","448","30514","カフェ/レストラン","幡ケ谷駅","\5,000～\5,999","\1,000～\1,999","https://tabelog.com/tokyo/A1318/A131807/13122023/","東京都渋谷区幡ヶ谷2-19-1 カーサ幡ヶ谷 1F","1510072","35.67679666868959","139.67460651440402","03-6300-4616","水・木・金・土・日・祝日・祝前日・祝後日 08:00 - 23:00 月・火","","31席 （テーブル13席、ソファ12席、カウンター6席）","無","全席禁煙 渋谷区の条例により付近での喫煙も不可","予約可","","無 付近にコインパーキングあり","京王電鉄京王新線幡ヶ谷駅北口より徒歩3分 幡ケ谷駅から222m","https://tblg.k-img.com/restaurant/images/Rvw/72763/640x640_rect_72763619.jpg","初台SC"
"パティスリー・サダハルアオキ・パリ 新宿伊勢丹店","3.51","435","9993","ケーキ/マカロン/パン","新宿三丁目駅","～\999","-","https://tabelog.com/tokyo/A1304/A130401/13032302/","東京都新宿区新宿3-14-1 伊勢丹新宿店 B1F","1600022","35.69168412868966","139.70451315453343","03-3352-1111","10:00 - 20:00","不定休","","無","全席禁煙","予約可","","有","都営地下鉄、東京メトロ 新宿三丁目 新宿三丁目駅から98m","https://tblg.k-img.com/restaurant/images/Rvw/148834/640x640_rect_148834324.jpg","初台SC"
"つけそば 黒門","3.51","427","10263","つけ麺/ラーメン","新宿西口駅","\1,000～\1,999","～\999","https://tabelog.com/tokyo/A1304/A130401/13001022/","東京都新宿区西新宿7-10-12","1600023","35.694311388685996","139.69824114456435","03-3366-7588","月・火・水・木・金・土 11:00 - 22:30 日","","20席 （カウンター８席、テーブル席４卓１２席の計２０席）","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約不可","","無","最寄り駅は都営地下鉄大江戸線「新宿西口駅」D５番出口より 稚樹に出て「小滝橋通り」の横断歩道を東京都民銀行側に渡る。 その横の脇道に入ると角地にお店が見えてくる。 駅からは徒歩５分程度の距離。 新宿西口駅から114m","https://tblg.k-img.com/restaurant/images/Rvw/331197/640x640_rect_33ae674522613a389e6be2f34765926d.jpg","初台SC"
"焼き鳥 陀らく","3.51","410","40888","焼き鳥/日本料理/鳥料理","渋谷駅","\6,000～\7,999","-","https://tabelog.com/tokyo/A1303/A130301/13089763/","東京都渋谷区道玄坂2-6-8 B1F・2F","1500043","35.658788637903406","139.6989103830433","03-6416-1035","火・水・木・金・土・祝日・祝前日・祝後日 17:00 - 21:30 月・日","日曜日","10席","無","全席禁煙","完全予約制","焼鳥 百名店 2018","無","渋谷駅から徒歩５分 渋谷駅から225m","https://tblg.k-img.com/restaurant/images/Rvw/102774/640x640_rect_102774277.jpg","初台SC"
"セクワガル","3.51","401","7257","ネパール料理/居酒屋/焼き鳥","大久保駅","\3,000～\3,999","～\999","https://tabelog.com/tokyo/A1304/A130404/13239526/","東京都新宿区北新宿3-1-3 クラウンビル 1F","1690074","35.702101166755256","139.69468569254195","080-6460-9912","月・火・水・木・金・土・日・祝日・祝前日 11:30 - 23:30 L.O. 23:00","なし","65席","無","全席喫煙可 2020年4月1日より受動喫煙対策に関する法律(改正健康増進法）が施行されており、最新の情報と異なる場合がございますので、ご来店前に店舗にご確認ください。","予約可","","無","JR大久保駅3分（SNSで話題のネパール料理自動回転炭火串焼き） 大久保駅から311m","https://tblg.k-img.com/restaurant/images/Rvw/253315/320x320_rect_6913c4a41dd02c7dc84f043fabae4e33.jpg","初台SC"
